x,y,z,rcs_xband_m2,rcs_sband_m2
0.0706664701255121,0.0,0.9975,0.13756197600585296,0.22765227716428138
-0.09013938698964777,0.08257506229564966,0.9925,0.13605447089061834,0.2262006925145785
0.01377995553684439,-0.15701548594136344,0.9875,0.13990652674763468,0.22991326906689258
0.11332939412796647,0.1478181261773669,0.9825,0.13381347625273587,0.22400528621857896
-0.20771094931216444,-0.03674114227728072,0.9775,0.12026785158090719,0.21049473465146384
0.19651303543770324,-0.12500550749090988,0.9725,0.12220106564259209,0.21242340859072895
-0.0656464039622198,0.24420135062449796,0.9675,0.1378935916292939,0.22797966619281063
-0.12503563206991694,-0.24074850095665454,0.9625,0.13250535931132998,0.22273888521374582
0.2709315110555813,0.09894375330024327,0.9575,0.10811170179212422,0.1977128342683099
-0.2814988880908789,0.1161986488888697,0.9525,0.10591475835058047,0.19544676786038315
0.1355272008853175,-0.28961375626891545,0.9475,0.13123599426273028,0.22147270272276148
0.1000225077807905,0.31888751612009164,0.9425,0.1351574759666107,0.22531772692682026
-0.3010807587490678,-0.17448245387741898,0.9375,0.10175273619379105,0.1909245586263632
0.35274596360660115,-0.07755021056870479,0.9325,0.09039953992796015,0.17795028626646428
-0.21499669680037423,0.30581067732328765,0.9275,0.11897002736903788,0.20916632850780742
-0.049604751715593164,-0.38279644539524443,0.9225,0.1387934479129407,0.22884636937163444
0.30412826396853876,0.25631962284515564,0.9175,0.10109536695106361,0.19007289865304852
-0.40872737488648925,0.016902160169614544,0.9125,0.07797688662363698,0.16339214725884593
0.29774526991730504,-0.2962963115563054,0.9075,0.10246856742370099,0.19158631220331623
-0.019894187089949708,0.4302301376240746,0.9025,0.1398052442209153,0.22981763100409855
-0.2825619947291178,-0.3386037051402452,0.8975,0.1056916702917697,0.19520630830606328
0.44701927409102965,0.06014581108546901,0.8925,0.0697092372557261,0.15240384587933437
-0.378257854414679,0.26318196285764633,0.8875,0.08471820644182763,0.17152829060362035
0.10322480868699944,-0.4588446238886669,0.8825000000000001,0.13484819309273935,0.22501619275048168
0.23843633160457914,0.41610319125302475,0.8775,0.11459828957682526,0.20458315534106622
-0.46549913490441264,-0.14850692038838895,0.8725,0.06586349456099182,0.14795356938757495
0.45156906330186475,-0.2086363608498686,0.8674999999999999,0.06875045877422088,0.1511353298238811
-0.19536893701289762,0.46682408726462515,0.8625,0.12239430698794848,0.2126584036317689
-0.1741282706278412,-0.484120951176622,0.8575,0.12582563931005047,0.21611695444815557
0.46271261672611497,0.24318878329904822,0.8525,0.06642751052541869,0.14802407985907864
-0.5132632246385347,0.13529453881680908,0.8475,0.056456152739664735,0.13507365623061074
0.29134731182913204,-0.4531120103130555,0.8425,0.10383453668910286,0.19308278232340711
0.09255346259801785,0.5385421121519814,0.8375,0.13584344584653374,0.22598548412605243
-0.4380250397280353,-0.33923121108066256,0.8325,0.0716274654619089,0.15544294349270676
0.559548689059366,-0.04635746511560948,0.8275,0.04823043464920927,0.12129445468651524
-0.38623663897302984,0.41751048934705504,0.8225,0.08294455265063327,0.16941582055668544
0.0028095393274227133,-0.5759217451084545,0.8175,0.13999611397916803,0.22999974607417975
0.39168297700932514,0.43177331497107657,0.8125,0.08173369657383746,0.16763344258470897
-0.5873504283821139,-0.054435505686520315,0.8075,0.04390506307512423,0.11628017451253611
0.47526887808723367,-0.36071213387090567,0.8025,0.06385699155214525,0.14451513818652456
-0.1079841866297555,0.5935765876766959,0.7975,0.13437189550068618,0.22456426407521204
-0.32482119236219315,-0.5161733652489279,0.7925,0.09658486398115437,0.18519834034320845
0.5943967534843183,0.16289950720398916,0.7875,0.04275872171630834,0.1121113748916714
-0.5539636955855756,0.2842850224214633,0.7825,0.04921698034183164,0.12449425055917533
0.21861028634373328,-0.5896637115379503,0.7775,0.11831504079064877,0.20844325542442146
0.23942765216133113,0.5881480675650586,0.7725,0.11440725840512521,0.2043832957962388
-0.5792876339224352,-0.2745352202988657,0.7675,0.04513283109638655,0.11821658070482305
