x,y,z,ir_mwir_w_per_sr,ir_lwir_w_per_sr
0.0706664701255121,0.0,0.9975,5.0,15.000039684441377
-0.09013938698964777,0.08257506229564966,0.9925,5.000021327973253,15.744437119283328
0.01377995553684439,-0.15701548594136344,0.9875,5.000000005394887,15.093882837976793
0.11332939412796647,0.1478181261773669,0.9825,5.0000000000011715,15.011396810202006
-0.20771094931216444,-0.03674114227728072,0.9775,5.001133968666255,17.010207488965357
0.19651303543770324,-0.12500550749090988,0.9725,5.000000000000003,15.00257467948936
-0.0656464039622198,0.24420135062449796,0.9675,5.000002658071238,15.442315620692929
-0.12503563206991694,-0.24074850095665454,0.9625,5.000032208423386,15.825245167096305
0.2709315110555813,0.09894375330024327,0.9575,5.0,15.001029008695337
-0.2814988880908789,0.1161986488888697,0.9525,5.004370294856998,17.81655546376825
0.1355272008853175,-0.28961375626891545,0.9475,5.000000000710744,15.056561247585984
0.1000225077807905,0.31888751612009164,0.9425,5.0000000078923605,15.103250543536607
-0.3010807587490678,-0.17448245387741898,0.9375,5.006063301104023,18.056806210188405
0.35274596360660115,-0.07755021056870479,0.9325,5.0,15.000665063594038
-0.21499669680037423,0.30581067732328765,0.9275,5.000707258747829,16.786426715955688
-0.049604751715593164,-0.38279644539524443,0.9225,5.000007558389988,15.574378198423393
0.30412826396853876,0.25631962284515564,0.9175,5.0000000000011395,15.011318972193031
-0.40872737488648925,0.016902160169614544,0.9125,5.058333012653229,20.383555872075906
0.29774526991730504,-0.2962963115563054,0.9075,5.000000000008751,15.018841158813169
-0.019894187089949708,0.4302301376240746,0.9025,5.000006284509185,15.548477055437395
-0.2825619947291178,-0.3386037051402452,0.8975,5.004533022345918,17.842415665389943
0.44701927409102965,0.06014581108546901,0.8925,5.0,15.000608100616983
-0.378257854414679,0.26318196285764633,0.8875,5.032995390620903,19.66878571670687
0.10322480868699944,-0.4588446238886669,0.8825000000000001,5.000000336924529,15.263920898229827
0.23843633160457914,0.41610319125302475,0.8775,5.000000003385775,15.083561291070932
-0.46549913490441264,-0.14850692038838895,0.8725,5.166904551323339,22.00176721627103
0.45156906330186475,-0.2086363608498686,0.8674999999999999,5.000000000000024,15.004320663333786
-0.19536893701289762,0.46682408726462515,0.8625,5.001169853619326,17.025925653531605
-0.1741282706278412,-0.484120951176622,0.8575,5.000820187826702,16.85382593148041
0.46271261672611497,0.24318878329904822,0.8525,5.000000000000116,15.00639626928647
-0.5132632246385347,0.13529453881680908,0.8475,5.394361109347952,23.680887798105218
0.29134731182913204,-0.4531120103130555,0.8425,5.000000003939624,15.086786927110936
0.09255346259801785,0.5385421121519814,0.8375,5.000002694066677,15.443805528609381
-0.4380250397280353,-0.33923121108066256,0.8325,5.130367504183827,21.58238015749781
0.559548689059366,-0.04635746511560948,0.8275,5.0,15.000719239971856
-0.38623663897302984,0.41751048934705504,0.8225,5.061402280280216,20.453015698369864
0.0028095393274227133,-0.5759217451084545,0.8175,5.0000424316074765,15.884123622088284
0.39168297700932514,0.43177331497107657,0.8125,5.000000000412024,15.049353868727227
-0.5873504283821139,-0.054435505686520315,0.8075,6.380887326098726,26.874906093903075
