x,y,z,rcs_xband_m2,rcs_sband_m2
0.0706664701255121,0.0,0.9975,0.30000000002975474,0.6001165248962339
-0.09013938698964777,0.08257506229564966,0.9925,0.3000122026776355,0.6094994432266907
0.01377995553684439,-0.15701548594136344,0.9875,0.3026303039985142,0.6727334866961536
0.11332939412796647,0.1478181261773669,0.9825,0.3001712718699676,0.6298691609779233
-0.20771094931216444,-0.03674114227728072,0.9775,0.30000378336677364,0.6025998446384111
0.19651303543770324,-0.12500550749090988,0.9725,0.30000421868130794,0.6091395750248997
-0.0656464039622198,0.24420135062449796,0.9675,0.30500144489164754,0.7244105377131637
-0.12503563206991694,-0.24074850095665454,0.9625,0.30190292957946313,0.6931800928961704
0.2709315110555813,0.09894375330024327,0.9575,0.30000023320572494,0.6038422896892989
-0.2814988880908789,0.1161986488888697,0.9525,0.30001514086370473,0.6094783217863879
0.1355272008853175,-0.28961375626891545,0.9475,0.30425865843405697,0.7441471681311249
0.1000225077807905,0.31888751612009164,0.9425,0.3102561323392153,0.8065906451606154
-0.3010807587490678,-0.17448245387741898,0.9375,0.30002822732132384,0.6209070812585487
0.35274596360660115,-0.07755021056870479,0.9325,0.3000000413587451,0.6026305749330126
-0.21499669680037423,0.30581067732328765,0.9275,0.3019820703080096,0.729641075183821
-0.049604751715593164,-0.38279644539524443,0.9225,0.3308313461458811,0.9580030433671628
0.30412826396853876,0.25631962284515564,0.9175,0.30015629908419794,0.6552688972864841
-0.40872737488648925,0.016902160169614544,0.9125,0.3001944453492173,0.6190247419366879
0.29774526991730504,-0.2962963115563054,0.9075,0.3005351106742348,0.6918223152197469
-0.019894187089949708,0.4302301376240746,0.9025,0.3543955108238515,1.0998334170705228
-0.2825619947291178,-0.3386037051402452,0.8975,0.3018178023437578,0.7542666960824984
0.44701927409102965,0.06014581108546901,0.8925,0.3000000195245159,0.6028106486000406
-0.378257854414679,0.26318196285764633,0.8875,0.3001966231464322,0.664929188583745
0.10322480868699944,-0.4588446238886669,0.8825000000000001,0.3577765075574511,1.1716002156221044
0.23843633160457914,0.41610319125302475,0.8775,0.3125725946057866,0.9388079207164095
-0.46549913490441264,-0.14850692038838895,0.8725,0.3005572414109043,0.6421085624546635
0.45156906330186475,-0.2086363608498686,0.8674999999999999,0.30000854504979474,0.6257978366503255
-0.19536893701289762,0.46682408726462515,0.8625,0.3375027538430851,1.1418449100870869
-0.1741282706278412,-0.484120951176622,0.8575,0.35373192719443974,1.2308132745295264
0.46271261672611497,0.24318878329904822,0.8525,0.3000251386312497,0.6407830465224384
-0.5132632246385347,0.13529453881680908,0.8475,0.30131505591427665,0.6610174567581442
0.29134731182913204,-0.4531120103130555,0.8425,0.31501496239604254,1.0253781751514417
0.09255346259801785,0.5385421121519814,0.8375,0.44192139282914594,1.5753180016842963
-0.4380250397280353,-0.33923121108066256,0.8325,0.3008727588441071,0.7484037318109844
0.559548689059366,-0.04635746511560948,0.8275,0.3000000199806859,0.6043222271987242
-0.38623663897302984,0.41751048934705504,0.8225,0.3039383347491142,0.8942914272456706
0.0028095393274227133,-0.5759217451084545,0.8175,0.5331141224837966,1.8631069222830925
0.39168297700932514,0.43177331497107657,0.8125,0.30475578485995475,0.9170103614738158
-0.5873504283821139,-0.054435505686520315,0.8075,0.304602989916793,0.7096071514116491
0.47526887808723367,-0.36071213387090567,0.8025,0.3005793225043446,0.7541126036097339
-0.1079841866297555,0.5935765876766959,0.7975,0.5391645041672144,1.9723257380797325
-0.32482119236219315,-0.5161733652489279,0.7925,0.33237070227539106,1.2874814807820538
0.5943967534843183,0.16289950720398916,0.7875,0.3000014229524926,0.6188902167360834
-0.5539636955855756,0.2842850224214633,0.7825,0.30335080016304067,0.7519711697283267
0.21861028634373328,-0.5896637115379503,0.7775,0.4537708724809248,1.8518312488446522
0.23942765216133113,0.5881480675650586,0.7725,0.4373075558463166,1.8213555951948912
-0.5792876339224352,-0.2745352202988657,0.7675,0.30508394305212555,0.7696742685279263
0.6182701912881249,-0.19061930795317006,0.7625,0.3000034346078679,0.6279846260322155
-0.3300880526135583,0.5632367419849212,0.7575000000000001,0.36228235190330765,1.5730344280184219
-0.1382730093987176,-0.6439132898704779,0.7525,0.6673260115082373,2.452765022886953
0.541537483282342,0.3846828618488575,0.7475,0.3007100558025799,0.7981123894783916
-0.6647038130873885,0.08284075607505148,0.7424999999999999,0.31703137575794665,0.8273847998126339
0.4377394029825,-0.5142742119497383,0.7375,0.31580130414276725,1.2229142334391379
0.02480934483370286,0.6803148141918729,0.7324999999999999,0.9189725161022536,2.966072700690419
-0.48158836839176916,-0.4886884420873422,0.7275,0.3097244353336606,1.1500353933713279
0.6904689475956685,0.03530414148694315,0.7224999999999999,0.3000000363907109,0.6083924889125741
-0.5369770269635967,0.443677160234034,0.7175,0.3065030963932939,1.0230445376075659
0.09695713100867451,-0.6949410512745428,0.7125,0.9580696556606566,3.152072281721113
0.4007917521060885,0.5820736391932997,0.7075,0.3558617436060251,1.6637693165506164
-0.6935602835507803,-0.15958660056834736,0.7025,0.32909709786769026,0.9153287360935738
0.623473175801614,-0.35323497711275653,0.6975,0.300256821038409,0.7571678800997645
-0.2226143077400992,0.6862117894567219,0.6925,0.7420583382337718,2.931081374669859
