x,y,z,ir_mwir_w_per_sr,ir_lwir_w_per_sr
0.0706664701255121,0.0,0.9975,3.0000046453719946,8.88085895683264
-0.09013938698964777,0.08257506229564966,0.9925,3.0001817232511323,10.202946118184231
0.01377995553684439,-0.15701548594136344,0.9875,3.0000177442374847,9.231446604882208
0.11332939412796647,0.1478181261773669,0.9825,3.0000016425660445,8.679253618377011
-0.20771094931216444,-0.03674114227728072,0.9775,3.0021413525370955,12.081532823912259
0.19651303543770324,-0.12500550749090988,0.9725,3.000000196832551,8.399646009493267
-0.0656464039622198,0.24420135062449796,0.9675,3.0001064178872405,9.927102915698788
-0.12503563206991694,-0.24074850095665454,0.9625,3.0003844232561074,10.656768195398413
0.2709315110555813,0.09894375330024327,0.9575,3.0000000261542445,8.24128859579338
-0.2814988880908789,0.1161986488888697,0.9525,3.009312527704395,13.894108753151187
0.1355272008853175,-0.28961375626891545,0.9475,3.000000944409195,8.591481685923606
0.1000225077807905,0.31888751612009164,0.9425,3.000002279267327,8.737225021191195
-0.3010807587490678,-0.17448245387741898,0.9375,3.013629224995488,14.482895791538953
0.35274596360660115,-0.07755021056870479,0.9325,3.000000002437034,8.133311206338101
-0.21499669680037423,0.30581067732328765,0.9275,3.00248212024966,12.235034521537393
-0.049604751715593164,-0.38279644539524443,0.9225,3.0000746363776445,9.76355451349381
0.30412826396853876,0.25631962284515564,0.9175,3.0000000101969015,8.190663826629427
-0.40872737488648925,0.016902160169614544,0.9125,3.1037642395067553,18.768697493568084
0.29774526991730504,-0.2962963115563054,0.9075,3.0000000122476487,8.199601789911174
-0.019894187089949708,0.4302301376240746,0.9025,3.0000383346080906,9.492962871186856
-0.2825619947291178,-0.3386037051402452,0.8975,3.009508001432021,13.924798162304324
0.44701927409102965,0.06014581108546901,0.8925,3.000000000124087,8.063326084029184
-0.378257854414679,0.26318196285764633,0.8875,3.0590326493873827,17.352426829254632
0.10322480868699944,-0.4588446238886669,0.8825000000000001,3.000002107072788,8.722888198900542
0.23843633160457914,0.41610319125302475,0.8775,3.0000000641015294,8.301903639543095
-0.46549913490441264,-0.14850692038838895,0.8725,3.290672545117174,21.93164032556514
0.45156906330186475,-0.2086363608498686,0.8674999999999999,3.000000000106659,8.060974870584532
